i,id
184,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.GRAY.FELICITY:FELICITY\CAT\DOMESTIC\GRAY\SPAYED\SMALL\10/18/2015\K16-018036\CI02\A333939\42616\03/18/2016\9\QUARANTINE\FLD_STRAY\RETURN_TO_OWNER\OVER_THE_COUNTER_WALKIN\HEALTHY\HEALTHY\SANTA_ROSA\WINDSOR\95492\95492\1
185,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.GRAY.KUMARI:KUMARI\CAT\DOMESTIC\GRAY\SPAYED\SMALL\40701\K19-032897\CI01\A389270\43623\43715\3\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_CALL\UNKNOWN\PENDING\SANTA_ROSA\SANTA_ROSA\95403\95403\1
186,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.GRAY.LYLA:LYLA\CAT\DOMESTIC\GRAY\SPAYED\SMALL\04/23/2015\K15-014138\LOBBY\A322411\05/26/2015\06/24/2015\29\STRAY\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\COUNTY\SANTA_ROSA\95407\95407\1
187,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.GRAY.MAKITA:MAKITA\CAT\DOMESTIC\GRAY\SPAYED\SMALL\05/24/2004\K17-023618\CA02\A353227\05/24/2017\43014\17\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\SCAS_WEB\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95439\95439\1
188,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.GRAY.THEODOSIA:THEODOSIA\CAT\DOMESTIC\GRAY\SPAYED\SMALL\42712\K17-024819\MAC\A356730\43077\42987\28\OWNER_SURRENDER\FIELD\ADOPTION\MOB_EVENT\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95401\95401\1
189,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.WHITE
190,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.WHITE.DIOR:DIOR\CAT\DOMESTIC\WHITE\SPAYED\SMALL\05/29/2005\K16-021620\SMM\A215548\11/18/2016\42441\15\STRAY\OVER_THE_COUNTER\EUTHANIZE\ILL_SEVERE\UNTREATABLE\UNTREATABLE\SANTA_ROSA\COUNTY\95404\95404\1
191,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.WHITE.HEDWIG:HEDWIG\CAT\DOMESTIC\WHITE\SPAYED\SMALL\39942\K16-018084\CS04\A282300\03/15/2016\03/19/2016\4\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\COUNTY\*ROHNERT_PARK\94928\94928\1
192,ANIMAL.CAT.SPAYED.PERSIAN
193,ANIMAL.CAT.SPAYED.PERSIAN.SMALL
194,ANIMAL.CAT.SPAYED.PERSIAN.SMALL.BLACK
195,ANIMAL.CAT.SPAYED.PERSIAN.SMALL.BLACK.MUMA:MUMA\CAT\PERSIAN\BLACK\SPAYED\SMALL\39000\K18-029251\CS05\A222456\07/28/2018\07/28/2018\0\CONFISCATE\FLD_HOSPTL\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\COUNTY\SANTA_ROSA\95403\95403\1
196,ANIMAL.DOG
197,ANIMAL.DOG.FEMALE
198,ANIMAL.DOG.FEMALE.ALASKAN_HUSKY
199,ANIMAL.DOG.FEMALE.ALASKAN_HUSKY.MED
200,ANIMAL.DOG.FEMALE.ALASKAN_HUSKY.MED.SILVER
201,ANIMAL.DOG.FEMALE.ALASKAN_HUSKY.MED.SILVER.PUPPY:PUPPY\DOG\ALASKAN_HUSKY\SILVER\FEMALE\MED\42621\K19-033003\TRUCK\A353817\07/17/2019\07/17/2019\0\STRAY\FIELD\RETURN_TO_OWNER\FLD_MCHIP\UNKNOWN\HEALTHY\SANTA_ROSA\*HEALDSBURG\95448\95448\1
202,ANIMAL.DOG.FEMALE.ANATOLIAN_SHEPHERD
203,ANIMAL.DOG.FEMALE.ANATOLIAN_SHEPHERD.X-LRG
204,ANIMAL.DOG.FEMALE.ANATOLIAN_SHEPHERD.X-LRG.WHITE
205,ANIMAL.DOG.FEMALE.ANATOLIAN_SHEPHERD.X-LRG.WHITE.GIA:GIA\DOG\ANATOLIAN_SHEPHERD\WHITE\FEMALE\X-LRG\11/14/2011\K17-024626\DS62\A356306\07/29/2017\42743\3\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\COUNTY\COUNTY\94952\94952\1
206,ANIMAL.DOG.FEMALE.BICHON_FRISE
207,ANIMAL.DOG.FEMALE.BICHON_FRISE.SMALL
208,ANIMAL.DOG.FEMALE.BICHON_FRISE.SMALL.WHITE
209,ANIMAL.DOG.FEMALE.BICHON_FRISE.SMALL.WHITE.ESTRELLA:ESTRELLA\DOG\BICHON_FRISE\WHITE\FEMALE\SMALL\40790\K15-014456\DS67\A309724\06/16/2015\06/17/2015\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95407\95407\1
210,ANIMAL.DOG.FEMALE.CHOW_CHOW
211,ANIMAL.DOG.FEMALE.CHOW_CHOW.X-LRG
212,ANIMAL.DOG.FEMALE.CHOW_CHOW.X-LRG.BLACK
213,ANIMAL.DOG.FEMALE.CHOW_CHOW.X-LRG.BLACK.SADE:SADE\DOG\CHOW_CHOW\BLACK\FEMALE\X-LRG\06/25/2002\K14-009468\DS78\A308299\06/24/2014\06/25/2014\1\CONFISCATE\OVER_THE_COUNTER_CORONR\RETURN_TO_OWNER\OVER_THE_COUNTER_NOTICE\UNKNOWN\HEALTHY\COUNTY\OUT_OF_COUNTY\94061\94061\1
214,ANIMAL.DOG.FEMALE.GERMAN_SHEPHERD
215,ANIMAL.DOG.FEMALE.GERMAN_SHEPHERD.MED
216,ANIMAL.DOG.FEMALE.GERMAN_SHEPHERD.MED.WHITE
217,ANIMAL.DOG.FEMALE.GERMAN_SHEPHERD.MED.WHITE.GABIOTA:GABIOTA\DOG\GERMAN_SHEPHERD\WHITE\FEMALE\MED\41861\K16-021093\DS60\A343311\42592\42592\0\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WALKIN\TREATABLE/REHAB\TREATABLE/REHAB\COUNTY\SANTA_ROSA\95403\95403\1
218,ANIMAL.DOG.FEMALE.GOLDEN_RETRIEVER
219,ANIMAL.DOG.FEMALE.GOLDEN_RETRIEVER.LARGE
220,ANIMAL.DOG.FEMALE.GOLDEN_RETRIEVER.LARGE.GOLD
221,ANIMAL.DOG.FEMALE.GOLDEN_RETRIEVER.LARGE.GOLD.SCARLETT:SCARLETT\DOG\GOLDEN_RETRIEVER\GOLD\FEMALE\LARGE\07/29/2018\K18-030669\TRUCK\A380359\11/19/2018\11/19/2018\0\STRAY\FIELD\RETURN_TO_OWNER\FLD_MCHIP\UNKNOWN\HEALTHY\SANTA_ROSA\OUT_OF_COUNTY\75207\75207\1
222,ANIMAL.DOG.FEMALE.GOLDEN_RETRIEVER.MED
223,ANIMAL.DOG.FEMALE.GOLDEN_RETRIEVER.MED.GOLD
224,ANIMAL.DOG.FEMALE.GOLDEN_RETRIEVER.MED.GOLD.LUCY:LUCY\DOG\GOLDEN_RETRIEVER\GOLD\FEMALE\MED\12/22/2009\K15-017195\DS77\A331043\12/20/2015\12/22/2015\2\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\COUNTY\COUNTY\95436\95436\1
225,ANIMAL.DOG.FEMALE.GOLDEN_RETRIEVER.MED.GOLD.NOVA:NOVA\DOG\GOLDEN_RETRIEVER\GOLD\FEMALE\MED\12/22/2013\K15-017194\DS77\A331042\12/20/2015\12/22/2015\2\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\COUNTY\COUNTY\95436\95436\1
226,ANIMAL.DOG.FEMALE.GREAT_DANE
227,ANIMAL.DOG.FEMALE.GREAT_DANE.X-LRG
228,ANIMAL.DOG.FEMALE.GREAT_DANE.X-LRG.WHITE
229,ANIMAL.DOG.FEMALE.GREAT_DANE.X-LRG.WHITE.LUNA:LUNA\DOG\GREAT_DANE\WHITE\FEMALE\X-LRG\42217\K18-030944\DS90\A382045\12/19/2018\43770\23\STRAY\OVER_THE_COUNTER\TRANSFER\BOXBUD\HEALTHY\HEALTHY\WINDSOR\OUT_OF_COUNTY\89440\89440\1
230,ANIMAL.DOG.FEMALE.LABRADOR_RETRIEVER
231,ANIMAL.DOG.FEMALE.LABRADOR_RETRIEVER.LARGE
232,ANIMAL.DOG.FEMALE.LABRADOR_RETRIEVER.LARGE.BLACK
233,ANIMAL.DOG.FEMALE.LABRADOR_RETRIEVER.LARGE.BLACK.BELLA:BELLA\DOG\LABRADOR_RETRIEVER\BLACK\FEMALE\LARGE\03/30/2013\K16-018255\DS86\A334996\03/29/2016\03/30/2016\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\WINDSOR\WINDSOR\95492\95492\1
234,ANIMAL.DOG.FEMALE.LABRADOR_RETRIEVER.LARGE.BLACK.DAHLIA:DAHLIA\DOG\LABRADOR_RETRIEVER\BLACK\FEMALE\LARGE\06/15/2017\K18-027823\DA27\A370781\43408\43408\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_CALL\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95404\95404\1
235,ANIMAL.DOG.FEMALE.LABRADOR_RETRIEVER.LARGE.BLACK.ROXY:ROXY\DOG\LABRADOR_RETRIEVER\BLACK\FEMALE\LARGE\09/18/2002\K15-016019\DS83\A228448\09/17/2015\09/18/2015\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95401\95401\1
236,ANIMAL.DOG.FEMALE.LABRADOR_RETRIEVER.LARGE.YELLOW
237,ANIMAL.DOG.FEMALE.LABRADOR_RETRIEVER.LARGE.YELLOW.MAXIE:MAXIE\DOG\LABRADOR_RETRIEVER\YELLOW\FEMALE\LARGE\37774\K14-007596\DS74\A302326\41700\41792\3\STRAY\FIELD\RETURN_TO_OWNER\RETURN_TO_OWNER\HEALTHY\HEALTHY\COUNTY\COUNTY\94954\94954\1
238,ANIMAL.DOG.FEMALE.LABRADOR_RETRIEVER.MED
239,ANIMAL.DOG.FEMALE.LABRADOR_RETRIEVER.MED.BLACK
240,ANIMAL.DOG.FEMALE.LABRADOR_RETRIEVER.MED.BLACK.SHEEBA:SHEEBA\DOG\LABRADOR_RETRIEVER\BLACK\FEMALE\MED\41498\K14-011997\DI103\A314708\41832\12/31/2014\24\CONFISCATE\FLD_ARREST\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\SANTA_ROSA\OUT_OF_COUNTY\95501\95501\1
241,ANIMAL.DOG.FEMALE.MALTESE
242,ANIMAL.DOG.FEMALE.MALTESE.SMALL
243,ANIMAL.DOG.FEMALE.MALTESE.SMALL.WHITE
244,ANIMAL.DOG.FEMALE.MALTESE.SMALL.WHITE.ELSA:ELSA\DOG\MALTESE\WHITE\FEMALE\SMALL\42005\K18-027428\DS92\A369182\43103\43103\0\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\UNKNOWN\PENDING\COUNTY\COUNTY\95407\95407\1
245,ANIMAL.DOG.FEMALE.MINIATURE_SCHNAUZER
246,ANIMAL.DOG.FEMALE.MINIATURE_SCHNAUZER.MED
247,ANIMAL.DOG.FEMALE.MINIATURE_SCHNAUZER.MED.WHITE
248,ANIMAL.DOG.FEMALE.MINIATURE_SCHNAUZER.MED.WHITE.PRINCESS:PRINCESS\DOG\MINIATURE_SCHNAUZER\WHITE\FEMALE\MED\38353\K19-032477\DA33\A020857\43561\43591\1\CONFISCATE\FLD_HOSPTL\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\COUNTY\WINDSOR\95492\95492\1
249,ANIMAL.DOG.FEMALE.MINIATURE_SCHNAUZER.SMALL
250,ANIMAL.DOG.FEMALE.MINIATURE_SCHNAUZER.SMALL.BLACK
251,ANIMAL.DOG.FEMALE.MINIATURE_SCHNAUZER.SMALL.BLACK.LOLA:LOLA\DOG\MINIATURE_SCHNAUZER\BLACK\FEMALE\SMALL\03/17/2006\K16-019430\DS50\A338755\06/25/2016\06/28/2016\3\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WALKIN\HEALTHY\HEALTHY\COUNTY\COUNTY\95476\95476\1
252,ANIMAL.DOG.FEMALE.PARSON_RUSS_TERRIER
253,ANIMAL.DOG.FEMALE.PARSON_RUSS_TERRIER.SMALL
254,ANIMAL.DOG.FEMALE.PARSON_RUSS_TERRIER.SMALL.WHITE
255,ANIMAL.DOG.FEMALE.PARSON_RUSS_TERRIER.SMALL.WHITE.GIDGET:GIDGET\DOG\PARSON_RUSS_TERRIER\WHITE\FEMALE\SMALL\10/20/2007\K16-021241\RECEIVING\A343958\10/19/2016\10/20/2016\1\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\HEALTHY\HEALTHY\COUNTY\COUNTY\95425\95425\1
256,ANIMAL.DOG.FEMALE.SIBERIAN_HUSKY
257,ANIMAL.DOG.FEMALE.SIBERIAN_HUSKY.MED
258,ANIMAL.DOG.FEMALE.SIBERIAN_HUSKY.MED.WHITE
259,ANIMAL.DOG.FEMALE.SIBERIAN_HUSKY.MED.WHITE.ALICE:ALICE\DOG\SIBERIAN_HUSKY\WHITE\FEMALE\MED\42952\K17-026732\DA20\A364646\12/19/2017\12/20/2017\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95401\95401\1
260,ANIMAL.DOG.FEMALE.SIBERIAN_HUSKY.MED.WHITE.LUCY:LUCY\DOG\SIBERIAN_HUSKY\WHITE\FEMALE\MED\04/29/2015\K15-016141\DA27\A327715\09/25/2015\09/29/2015\4\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\COUNTY\COUNTY\95425\95425\1
261,ANIMAL.DOG.FEMALE.WEST_HIGHLAND_WHITE_TERRIER
262,ANIMAL.DOG.FEMALE.WEST_HIGHLAND_WHITE_TERRIER.SMALL
263,ANIMAL.DOG.FEMALE.WEST_HIGHLAND_WHITE_TERRIER.SMALL.WHITE
264,ANIMAL.DOG.FEMALE.WEST_HIGHLAND_WHITE_TERRIER.SMALL.WHITE.DANICA:DANICA\DOG\WEST_HIGHLAND_WHITE_TERRIER\WHITE\FEMALE\SMALL\05/24/2007\K14-008982\DS92\A307168\05/24/2014\05/24/2014\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\RETURN_TO_OWNER\TREATABLE/MANAGEABLE\TREATABLE/REHAB\COUNTY\COUNTY\95446\95446\1
265,ANIMAL.DOG.FEMALE.WEST_HIGHLAND_WHITE_TERRIER.SMALL.WHITE.DOLLY:DOLLY\DOG\WEST_HIGHLAND_WHITE_TERRIER\WHITE\FEMALE\SMALL\05/24/2007\K14-008983\DS92\A307169\05/24/2014\05/24/2014\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\RETURN_TO_OWNER\TREATABLE/REHAB\TREATABLE/REHAB\COUNTY\COUNTY\95446\95446\1
266,ANIMAL.DOG.MALE
267,ANIMAL.DOG.MALE.DACHSHUND
268,ANIMAL.DOG.MALE.DACHSHUND.TOY
269,ANIMAL.DOG.MALE.DACHSHUND.TOY.BROWN
270,ANIMAL.DOG.MALE.DACHSHUND.TOY.BROWN.DEALER:DEALER\DOG\DACHSHUND\BROWN\MALE\TOY\04/16/2006\K16-018502\DS53\A335616\04/16/2016\42495\19\CONFISCATE\FLD_HOSPTL\TRANSFER\SCDACHSHND\TREATABLE/REHAB\TREATABLE/REHAB\COUNTY\OUT_OF_COUNTY\90631\90631\1
271,ANIMAL.DOG.MALE.GERMAN_SHEPHERD
272,ANIMAL.DOG.MALE.GERMAN_SHEPHERD.LARGE
273,ANIMAL.DOG.MALE.GERMAN_SHEPHERD.LARGE.BLACK
274,ANIMAL.DOG.MALE.GERMAN_SHEPHERD.LARGE.BLACK.LOBO:LOBO\DOG\GERMAN_SHEPHERD\BLACK\MALE\LARGE\02/20/2009\K15-013378\DS61\A285972\03/31/2015\03/31/2015\0\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95401\95401\1
275,ANIMAL.DOG.MALE.GERMAN_SHEPHERD.LARGE.RED
276,ANIMAL.DOG.MALE.GERMAN_SHEPHERD.LARGE.RED.ZEUS:ZEUS\DOG\GERMAN_SHEPHERD\RED\MALE\LARGE\05/18/2014\K18-027703\DQ110\A313663\03/30/2018\43438\13\QUARANTINE\FLD_STRAY\EUTHANIZE\AGGRESSIVE\UNTREATABLE\UNTREATABLE\COUNTY\SANTA_ROSA\95401\95401\1
277,ANIMAL.DOG.MALE.GREAT_PYRENEES
278,ANIMAL.DOG.MALE.GREAT_PYRENEES.LARGE
279,ANIMAL.DOG.MALE.GREAT_PYRENEES.LARGE.WHITE
280,ANIMAL.DOG.MALE.GREAT_PYRENEES.LARGE.WHITE.BO:BO\DOG\GREAT_PYRENEES\WHITE\MALE\LARGE\07/16/2011\K14-007373\DS72\A301634\01/16/2014\01/16/2014\0\STRAY\FIELD\RETURN_TO_OWNER\RETURN_TO_OWNER\HEALTHY\HEALTHY\COUNTY\COUNTY\95404\95404\1
281,ANIMAL.DOG.MALE.GREAT_PYRENEES.LARGE.WHITE.MAC:MAC\DOG\GREAT_PYRENEES\WHITE\MALE\LARGE\09/19/2016\K17-023175\DS69\A351249\04/19/2017\04/19/2017\0\STRAY\MUN_SHELT\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\COUNTY\OUT_OF_COUNTY\95482\95482\1
282,ANIMAL.DOG.MALE.GREAT_PYRENEES.X-LRG
283,ANIMAL.DOG.MALE.GREAT_PYRENEES.X-LRG.WHITE
284,ANIMAL.DOG.MALE.GREAT_PYRENEES.X-LRG.WHITE.CAMPER:CAMPER\DOG\GREAT_PYRENEES\WHITE\MALE\X-LRG\03/29/2015\K19-031808\DA23\A385875\03/29/2019\03/29/2019\0\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\UNKNOWN\HEALTHY\SANTA_ROSA\COUNTY\94952\94952\1
285,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER
286,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE
287,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE.BLACK
288,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE.BLACK.GILLEY:GILLEY\DOG\LABRADOR_RETRIEVER\BLACK\MALE\LARGE\05/18/2015\K16-017564\DS55\A332371\01/25/2016\01/26/2016\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95476\95476\1
289,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE.BLACK.MAX:MAX\DOG\LABRADOR_RETRIEVER\BLACK\MALE\LARGE\09/19/2005\K17-025371\DS73\A361071\09/18/2017\09/19/2017\1\STRAY\VET_HOSP\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\UNKNOWN\HEALTHY\WINDSOR\WINDSOR\95492\95492\1
290,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE.BLACK.SHADOW:SHADOW\DOG\LABRADOR_RETRIEVER\BLACK\MALE\LARGE\40513\K19-031130\DS88\A383116\43709\43800\3\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\UNKNOWN\PENDING\SANTA_ROSA\SANTA_ROSA\95407\95407\1
291,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE.BLACK.SPIRIT_PUPPY_HEAD:SPIRIT_PUPPY_HEAD\DOG\LABRADOR_RETRIEVER\BLACK\MALE\LARGE\04/19/2009\K16-018445\DS84\A335485\04/13/2016\04/19/2016\6\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\COUNTY\COUNTY\95448\95448\1
292,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE.CHOCOLATE
293,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE.CHOCOLATE.TANK:TANK\DOG\LABRADOR_RETRIEVER\CHOCOLATE\MALE\LARGE\05/13/2007\K15-013933\DS74\A321590\42343\05/13/2015\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95409\95409\1
294,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE.YELLOW
295,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE.YELLOW.JASPER:JASPER\DOG\LABRADOR_RETRIEVER\YELLOW\MALE\LARGE\41735\K17-025961\TRUCK\A322682\10/20/2017\10/20/2017\0\STRAY\FIELD\RETURN_TO_OWNER\FLD_MCHIP\UNKNOWN\HEALTHY\COUNTY\COUNTY\95404\95404\1
296,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE.YELLOW.LUCKY:LUCKY\DOG\LABRADOR_RETRIEVER\YELLOW\MALE\LARGE\04/24/2015\K19-031371\DS69\A331373\43557\43618\2\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_CALL\HEALTHY\HEALTHY\COUNTY\COUNTY\95407\95407\1
297,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE.YELLOW.PICKETT:PICKETT\DOG\LABRADOR_RETRIEVER\YELLOW\MALE\LARGE\38235\K14-008761\DS60\A306330\41856\41887\1\STRAY\FIELD\RETURN_TO_OWNER\RETURN_TO_OWNER\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95403\95403\1
298,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.LARGE.YELLOW.SAM:SAM\DOG\LABRADOR_RETRIEVER\YELLOW\MALE\LARGE\39093\K14-007636\DS75\A211734\41792\41822\1\STRAY\FIELD\RETURN_TO_OWNER\RETURN_TO_OWNER\HEALTHY\HEALTHY\SANTA_ROSA\*CLOVERDALE\95425\95425\1
299,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.MED
300,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.MED.BLACK
301,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.MED.BLACK.SOLOMON:SOLOMON\DOG\LABRADOR_RETRIEVER\BLACK\MALE\MED\06/26/2008\K14-009503\DS69\A308364\06/26/2014\06/27/2014\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WALKIN\HEALTHY\HEALTHY\COUNTY\COUNTY\94952\94952\1
302,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.MED.CHOCOLATE
303,ANIMAL.DOG.MALE.LABRADOR_RETRIEVER.MED.CHOCOLATE.THEO:THEO\DOG\LABRADOR_RETRIEVER\CHOCOLATE\MALE\MED\03/20/2016\K16-021928\DS59\A346387\12/17/2016\12/20/2016\3\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\COUNTY\COUNTY\94952\94952\1
304,ANIMAL.DOG.MALE.POMERANIAN
305,ANIMAL.DOG.MALE.POMERANIAN.SMALL
306,ANIMAL.DOG.MALE.POMERANIAN.SMALL.WHITE
307,ANIMAL.DOG.MALE.POMERANIAN.SMALL.WHITE.KOA:KOA\DOG\POMERANIAN\WHITE\MALE\SMALL\01/26/2014\K19-034177\DS62\A367802\10/18/2019\43596\18\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\FLD_MCHIP\UNKNOWN\TREATABLE/REHAB\SANTA_ROSA\SANTA_ROSA\95404\95404\1
308,ANIMAL.DOG.MALE.POMERANIAN.TOY
309,ANIMAL.DOG.MALE.POMERANIAN.TOY.BLACK
310,ANIMAL.DOG.MALE.POMERANIAN.TOY.BLACK.JERSEY:JERSEY\DOG\POMERANIAN\BLACK\MALE\TOY\06/14/2006\K16-019276\DS49\A338438\06/14/2016\06/15/2016\1\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95407\95407\1
311,ANIMAL.DOG.MALE.REDBONE_HOUND
312,ANIMAL.DOG.MALE.REDBONE_HOUND.LARGE
313,ANIMAL.DOG.MALE.REDBONE_HOUND.LARGE.RED
314,ANIMAL.DOG.MALE.REDBONE_HOUND.LARGE.RED.SCOUT:SCOUT\DOG\REDBONE_HOUND\RED\MALE\LARGE\40544\K16-022047\DS63\A264679\12/29/2016\12/29/2016\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95404\95404\1
315,ANIMAL.DOG.MALE.REDBONE_HOUND.LARGE.RED.SCOUT:SCOUT\DOG\REDBONE_HOUND\RED\MALE\LARGE\40544\K18-030724\DS69\A264679\11/27/2018\11/27/2018\0\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\UNKNOWN\PENDING\SANTA_ROSA\SANTA_ROSA\95404\95404\1
316,ANIMAL.DOG.MALE.SHIH_TZU
317,ANIMAL.DOG.MALE.SHIH_TZU.SMALL
318,ANIMAL.DOG.MALE.SHIH_TZU.SMALL.WHITE
319,ANIMAL.DOG.MALE.SHIH_TZU.SMALL.WHITE.DOLCE:DOLCE\DOG\SHIH_TZU\WHITE\MALE\SMALL\40611\K18-028337\TRUCK\A277516\05/20/2018\05/20/2018\0\STRAY\FIELD\RETURN_TO_OWNER\FLD_IDTAG\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95405\95405\1
320,ANIMAL.DOG.MALE.STAFFORDSHIRE
321,ANIMAL.DOG.MALE.STAFFORDSHIRE.LARGE
322,ANIMAL.DOG.MALE.STAFFORDSHIRE.LARGE.BLACK
323,ANIMAL.DOG.MALE.STAFFORDSHIRE.LARGE.BLACK.STURGILL:STURGILL\DOG\STAFFORDSHIRE\BLACK\MALE\LARGE\42037\K15-014702\DS81\A323899\42011\42042\1\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_WALKIN\HEALTHY\HEALTHY\COUNTY\COUNTY\95436\95436\1
324,ANIMAL.DOG.MALE.WEIMARANER
325,ANIMAL.DOG.MALE.WEIMARANER.LARGE
326,ANIMAL.DOG.MALE.WEIMARANER.LARGE.GRAY
327,ANIMAL.DOG.MALE.WEIMARANER.LARGE.GRAY.WHISKEY:WHISKEY\DOG\WEIMARANER\GRAY\MALE\LARGE\04/27/2015\K16-019028\DS61\A333172\05/27/2016\05/27/2016\0\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\COUNTY\COUNTY\95407\95407\1
328,ANIMAL.DOG.NEUTERED
329,ANIMAL.DOG.NEUTERED.AUSTRALIAN_KELPIE
330,ANIMAL.DOG.NEUTERED.AUSTRALIAN_KELPIE.MED
